Gene_ID,C1:fpkm,C2:fpkm,C3:fpkm,L1:fpkm,L2:fpkm,L3:fpkm,H1:fpkm,H2:fpkm,H3:fpkm,Chromosome,Start Site,End Site,Direction,Length,Name,GO,KEGG,UniProtID,Description
Gene03716,0,0,0,0.046869045,0,0.131308133,0.812242509,0.141212067,0.318934385,BDRX01000020.1,218281,220564,+,1008,Rsub_03716,-,-,A0A2V0NW03,hypothetical protein
Gene03717,0.578417032,0.228488224,0.307906423,0.715818148,0.356822173,0.102842733,0.392923567,0.221199322,0.454983318,BDRX01000020.1,221430,223313,+,1716,Rsub_03717,-,-,A0A2V0NZ58,hypothetical protein
Gene03718,143.1183613,157.8680646,129.0117476,135.4327936,152.371535,136.8453297,96.92101955,75.86199475,73.7419543,BDRX01000020.1,224097,225989,+,885,Rsub_03718,GO:0008137,K03936,A0A2V0NTA8,"NADH dehydrogenase subunit 9, mitochondrial"
Gene03719,2.227884107,2.193525781,1.270481953,1.430267619,1.621050639,1.785589748,2.271465272,1.920268114,2.41487603,BDRX01000020.1,226388,230030,+,3138,Rsub_03719,-,-,A0A2V0P1A0,hypothetical protein
Gene03720,9396.106153,8340.248401,8776.97136,9225.504809,9522.008405,8703.479604,10124.60557,10028.97695,10095.60919,BDRX01000020.1,232556,233492,-,318,Rsub_03720,-,-,A0A2V0NTB0,hypothetical protein
Gene03721,57.28666371,54.60975818,41.26813415,41.75437831,61.58449173,51.62813841,42.79111569,40.93161054,39.45802304,BDRX01000020.1,234275,235760,-,852,Rsub_03721,GO:0016787,K08311,A0A2V0P0Z5,RNA pyrophosphohydrolase
Gene03722,7.480189653,7.551281917,8.806123708,17.16531919,13.03114577,15.7359666,7.705792459,13.12707379,7.195159721,BDRX01000020.1,236213,236947,-,300,Rsub_03722,-,-,A0A2V0NT60,hypothetical protein
Gene03723,23.51921267,21.44617883,20.8195896,17.71021003,16.45258021,15.84591304,18.49000387,13.23874411,18.92819531,BDRX01000020.1,237200,242964,-,3756,Rsub_03723,-,K20308,A0A2V0NU71,hypothetical protein
Gene03724,22.34091882,30.90930823,39.53587282,39.85387521,25.61145969,17.00697064,25.47072926,15.55068309,21.38107608,BDRX01000020.1,243640,245172,-,537,Rsub_03724,GO:0005525,K07942,A0A2V0NZ51,ADP-ribosylation factor
Gene03725,13.03789166,13.30750737,21.47312622,19.17147736,14.59748771,9.542017067,13.69131185,12.21885823,13.41444422,BDRX01000020.1,246439,247911,+,897,Rsub_03725,GO:0003839; GO:0016021,-,A0A2V0NTA5,hypothetical protein
Gene03726,0.625433917,0.530931573,1.107489507,1.416075032,0.574018279,0.857395395,0.634534952,0.531359242,0.907639356,BDRX01000020.1,249226,253574,-,3036,Rsub_03726,GO:0004252; GO:0070008,-,A0A2V0NW13,oligopeptidase B
Gene03727,1.460404071,0.884570314,1.706770631,2.078416145,1.115748522,1.418394446,3.25964148,1.284528045,3.030686134,BDRX01000020.1,253785,254813,+,591,Rsub_03727,-,-,A0A2V0NZ67,hypothetical protein
Gene03728,6.097120006,8.633081656,9.724193319,8.032924391,6.308877914,6.044510877,5.743996672,3.308248949,4.606699958,BDRX01000020.1,255097,257127,-,1635,Rsub_03728,-,-,A0A2V0NTB7,hypothetical protein
Gene03729,18.26306251,17.9814104,20.12684871,17.82140355,17.07824747,12.21700744,17.81511579,12.39478962,13.43723552,BDRX01000020.1,257500,259066,-,957,Rsub_03729,-,-,A0A2V0P1B0,hypothetical protein
Gene03730,1.790535498,2.022008303,1.756495715,0.963485187,0.761822868,0.899765431,1.287008234,0.700697854,2.22850355,BDRX01000020.1,259700,261582,+,1422,Rsub_03730,GO:0046872,-,A0A2V0NTC0,hypothetical protein
Gene03731,1.772938724,2.237236078,1.749115481,1.396881353,1.17274888,1.002404567,1.184169009,0.516854626,0.714698902,BDRX01000020.1,261796,265682,-,3213,Rsub_03731,-,-,A0A2V0P106,hypothetical protein
Gene03732,370.4363398,390.0645708,253.6753331,263.1298462,358.5153596,338.5646639,244.8624183,235.204271,235.1072282,BDRX01000020.1,265941,268840,+,1401,Rsub_03732,GO:0019288; GO:0046872; GO:0050992; GO:0051745,K03527,A0A2V0NT70,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Gene03733,5.398866594,5.861969025,4.767285107,5.082965565,5.879381866,4.857196241,4.873694146,3.4955581,4.877381885,BDRX01000020.1,269957,274692,+,3597,Rsub_03733,GO:0097428,K15075,A0A2V0NU79,hypothetical protein
Gene03735,3.122893116,4.542684388,8.539271474,7.833620143,6.655800951,9.100439186,9.687125135,3.866072602,11.74986985,BDRX01000020.1,278426,281839,-,1755,Rsub_03735,GO:0003676; GO:0004386; GO:0005524,K14811,A0A2V0NZ63,DEAD-box ATP-dependent RNA helicase
Gene03736,15.23182857,15.65385686,15.45068064,15.02136126,18.97260683,24.46405264,24.04867277,27.60521791,27.13454165,BDRX01000020.1,282773,287739,+,3771,Rsub_03736,GO:0003824,-,A0A2V0NTB6,non-ribosomal peptide synthetase
Gene03737,411.3326743,362.2574433,497.9318434,470.3118697,427.5822606,372.4324502,615.6824042,615.2469839,631.3866437,BDRX01000020.1,288230,289331,-,333,Rsub_03737,GO:0003735; GO:0005840; GO:0006412; GO:0046872,K02978,A0A2V0NW20,40S ribosomal protein S27
Gene03738,20.99625883,22.62190128,21.2762993,22.44664316,21.56791804,20.71455792,20.09869876,17.11154265,18.29845763,BDRX01000020.1,290061,298384,-,5346,Rsub_03738,GO:0003677; GO:0003887; GO:0006261,K02335,A0A2V0NZ76,DNA polymerase I
Gene03739,19.50928999,23.10319634,22.31891662,21.10826164,20.17916913,17.19274362,28.92095377,28.71901754,30.83722408,BDRX01000020.1,299057,304338,-,3975,Rsub_03739,-,K15728,A0A2V0NTC5,phosphatidate phosphatase
Gene03740,5.210885649,5.823496455,5.326152744,2.78000395,4.005146844,2.461089569,4.062577657,1.484744024,2.968042438,BDRX01000020.1,304745,308720,+,2940,Rsub_03740,-,-,A0A2V0P1B9,hypothetical protein
Gene03741,10.21031804,5.128291243,5.374366662,10.68220929,9.716542261,8.99873915,6.062249312,10.23046866,6.048601759,BDRX01000020.1,309619,311107,+,858,Rsub_03741,-,-,A0A2V0NTC9,hypothetical protein
Gene03742,20.74197888,31.88539057,25.02750494,18.65103952,23.05467709,12.23685687,11.45247459,3.65439714,9.258761838,BDRX01000020.1,313107,318351,+,2376,Rsub_03742,GO:0003924; GO:0005525,-,A0A2V0P116,hypothetical protein
Gene03743,23.35625801,14.7559169,20.83169049,20.4046657,19.32978613,13.91583821,18.98828787,15.64568971,23.45710959,BDRX01000020.1,318548,319575,-,558,Rsub_03743,GO:0008168,-,A0A2V0NT80,methyltransferase
Gene03744,12.57914032,11.98195732,14.43063581,11.42236856,10.56224262,10.16200964,14.62405624,16.17211506,15.83447624,BDRX01000020.1,320063,323232,+,2796,Rsub_03744,GO:0007030; GO:0016021,-,A0A2V0NU88,hypothetical protein
Gene03745,16.63717396,16.67305836,20.10825922,19.77779031,22.65160019,19.18778771,23.24278028,18.10557417,21.95814916,BDRX01000020.1,323350,326057,-,1782,Rsub_03745,GO:0016491; GO:0071949,K18204,A0A2V0NZ71,hypothetical protein
Gene03746,6.341134086,7.883206397,14.18129013,10.86290561,4.325558592,4.291900102,3.112458689,2.194838991,3.842833894,BDRX01000020.1,326842,328989,-,1470,Rsub_03746,-,-,A0A2V0NTC4,hypothetical protein
Gene03747,21.91996968,16.9965715,26.68522336,19.89220959,11.88334095,10.61522587,28.1242112,20.81019942,32.22915889,BDRX01000020.1,329676,331504,+,1197,Rsub_03747,GO:0016592,-,A0A2V0NW31,hypothetical protein
Gene03748,70.7672419,66.78681645,65.33306249,51.49196776,57.18514045,50.65088905,29.45178377,21.09552555,36.91463496,BDRX01000020.1,335756,338963,-,2013,Rsub_03748,GO:0003677; GO:0005634,-,A0A2V0NZ85,hypothetical protein
Gene03749,6.752685861,5.177537895,6.537001093,6.696232986,5.346626132,5.215761606,4.440073265,3.064952794,3.902820769,BDRX01000020.1,339524,346162,-,3189,Rsub_03749,GO:0003676; GO:0004386; GO:0005524,K12835,A0A2V0NTD3,DEAD-box ATP-dependent RNA helicase
Gene03750,16.90771915,15.30738477,17.08650869,14.71967841,18.57073013,16.8191999,6.139954346,4.249007881,5.797941503,BDRX01000020.1,346593,349742,+,1608,Rsub_03750,GO:0016021; GO:0016746,K13519,A0A2V0P1C8,lysophospholipid acyltransferase-like
Gene03751,93.1896537,66.04214787,63.85889972,49.02420638,41.45756521,33.3347579,34.4806293,18.84137359,34.16757931,BDRX01000020.1,350415,351449,+,1035,Rsub_03751,-,-,A0A2V0NTD9,hypothetical protein
Gene03752,0.705146083,0.640663059,0.313943804,0.308784299,0.461769871,0.288362958,0.550863431,0.697753745,1.12565077,BDRX01000020.1,355813,356550,+,612,Rsub_03752,-,-,A0A2V0P126,hypothetical protein
Gene03753,3.46931873,5.125304469,2.024937537,1.528482281,2.077964422,3.590118823,2.833011933,1.488541323,3.196848186,BDRX01000020.1,357038,358554,-,1020,Rsub_03753,-,-,A0A2V0NT90,hypothetical protein
Gene03754,0.860639835,1.075681185,2.052709489,1.525447221,1.610274424,1.424562304,1.463588311,1.396832758,1.700983386,BDRX01000020.1,358875,360243,+,1053,Rsub_03754,GO:0005525,K03978,A0A2V0NU98,hypothetical protein
Gene03755,25.93866232,31.43024534,15.01596685,14.72568439,24.33093516,19.11440152,20.05608103,11.68705398,13.19436836,BDRX01000020.1,360484,370102,+,4344,Rsub_03755,GO:0000724; GO:0030915,K22804,A0A2V0NZ79,structural maintenance of chromosomes
Gene03756,9.935226257,10.30072303,8.581967832,9.826751536,10.55051802,9.608253749,9.161331034,6.19977461,7.79730784,BDRX01000020.1,370626,372424,+,1125,Rsub_03756,-,-,A0A2V0NTD5,hypothetical protein
Gene03757,0,0,0,0,0,0.034441477,0,0,0.035852109,BDRX01000020.1,373369,375457,-,1281,Rsub_03757,GO:0008168,-,A0A2V0NW39,hypothetical protein
Gene03758,2.694907665,1.911716941,2.715812605,1.993417627,2.186100404,1.97327867,1.828906438,0.560558283,1.705289673,BDRX01000020.1,375953,377137,-,1185,Rsub_03758,GO:0003735; GO:0005840; GO:0006412,K02926,A0A2V0NZ95,50S ribosomal protein L4
Gene03759,29.41444856,26.93540386,41.43383068,46.73599779,35.28319039,32.3385104,66.25761661,74.40205705,65.62503643,BDRX01000020.1,377728,380849,+,1674,Rsub_03759,GO:0016620,K00294,A0A2V0NTE4,aldehyde dehydrogenase
Gene03760,16.1187989,22.11913959,18.59836362,17.60438592,21.31480797,20.93973398,11.33329851,5.970184362,8.658118081,BDRX01000020.1,381237,384372,-,2265,Rsub_03760,GO:0016021,-,A0A2V0P1D7,hypothetical protein
Gene03761,7.797313078,8.911040724,7.35056607,6.567631508,7.314854555,5.197414626,4.39653405,3.001398307,4.105555353,BDRX01000020.1,384899,388618,+,2640,Rsub_03761,GO:0016021,K20781,A0A2V0NTF0,hypothetical protein
Gene03762,0,0,0,0.912927493,0,0.213137838,1.512308303,0.343820686,0.665602194,BDRX01000020.1,388884,389297,-,414,Rsub_03762,-,K22866,A0A2V0P136,hypothetical protein
Gene03763,0.356652399,0.360042049,0.926263951,0.911041279,0,0.121541412,0.92872843,0.392126072,1.265194254,BDRX01000020.1,389864,390601,+,363,Rsub_03763,GO:0003774; GO:0005737; GO:0005874; GO:0007017; GO:0030286,K10412,A0A2V0NTA0,hypothetical protein
Gene03764,2.440055796,2.205464678,3.189594745,4.131131955,3.096681584,2.668637076,4.211334636,5.271917185,5.767239526,BDRX01000020.1,390780,392767,-,1521,Rsub_03764,-,-,A0A2V0NUA7,hypothetical protein
Gene03765,252.6871033,274.8162468,293.5374569,274.5500248,310.8437288,324.0057074,331.9791091,282.5946552,331.0177856,BDRX01000020.1,393227,394397,-,477,Rsub_03765,-,-,A0A2V0NZ90,hypothetical protein
Gene03766,14.19318037,15.36072732,15.15720687,11.47854168,13.04859041,7.712747907,14.12728617,10.68441883,15.51296848,BDRX01000020.1,394692,395909,+,675,Rsub_03766,GO:0006281; GO:0008413,K03574,A0A2V0NTE5,"7,8-dihydro-8-oxoguanine triphosphatase"
Gene03767,6.056833727,6.532600085,5.69214099,5.864448581,7.951429564,6.717969202,3.95365055,1.884697306,2.858057486,BDRX01000020.1,397515,402226,-,3021,Rsub_03767,GO:0003678; GO:0005524; GO:0006260,K17680,A0A2V0NW48,DNA primase
Gene03768,35.67281978,26.75305739,31.43125302,34.93096479,30.08322243,26.99483701,29.95260491,22.13143758,27.79224196,BDRX01000020.1,402733,404435,-,894,Rsub_03768,GO:0004834,K01695,A0A2V0NZA4,tryptophan synthase alpha chain
Gene03769,1735.672749,1795.299015,1901.873446,2307.883436,2225.382379,2413.276785,2673.187084,2386.757908,2420.906779,BDRX01000020.1,404781,406227,+,501,Rsub_03769,GO:0003735; GO:0005840; GO:0006412,K02870,A0A2V0NTF5,60S ribosomal protein L12
Gene03770,89.00376305,74.26150045,81.99581973,73.26578356,63.89606361,60.05008588,100.7435688,122.6349891,107.0307881,BDRX01000020.1,407243,410970,-,2451,Rsub_03770,GO:0004672; GO:0005509; GO:0005524,K13412,A0A2V0P1F0,calcium-dependent kinase
Gene03771,65.27431039,62.51291735,76.60121308,81.27477698,70.27441626,51.72461176,81.20330666,74.25820336,79.16563086,BDRX01000020.1,413238,415006,+,876,Rsub_03771,GO:0004722; GO:0046872,K17506,A0A2V0NTG0,phosphatase 2C catalytic subunit
Gene03772,53.84469616,60.21840908,62.86940696,78.59551922,74.61184382,73.80239844,44.03730782,31.1962072,37.78055758,BDRX01000020.1,415369,415973,-,327,Rsub_03772,GO:0016021,-,A0A2V0P146,hypothetical protein
Gene03773,54.7549065,59.35066161,57.02011314,51.85930838,49.69398397,41.89918897,33.70428762,24.46806324,30.59050938,BDRX01000020.1,416520,419595,+,1689,Rsub_03773,-,K04508,A0A2V0NTA9,hypothetical protein
Gene03774,1201.963167,1188.688827,1132.969676,1425.313236,1242.990041,1281.193344,4739.500191,5767.776941,5293.440967,BDRX01000020.1,420504,422503,-,792,Rsub_03774,GO:0004750; GO:0005975; GO:0006098; GO:0046872,K01783,A0A2V0NUB6,hypothetical protein
Gene03775,47.11690516,45.53413151,60.62973205,44.06325781,33.5957148,19.79562829,38.59245164,31.09537594,40.43439319,BDRX01000020.1,422830,428683,+,2124,Rsub_03775,GO:0005524; GO:0016887,-,A0A2V0NZA1,ABC transporter F family member-like
Gene03776,24.13814724,14.48368108,19.11276731,12.2438633,10.11058431,9.855672186,28.45125161,28.81613372,25.20750509,BDRX01000020.1,429583,433808,-,1146,Rsub_03776,GO:0005524; GO:0006457; GO:0009408; GO:0031072; GO:0046872; GO:0051082,K03686,A0A2V0NTF4,"dnaJ, mitochondrial-like"
Gene03777,22.33457437,17.16944884,16.37228741,14.94875869,14.75580416,15.06588047,13.69999129,9.929438007,14.30168926,BDRX01000020.1,434687,439058,-,1596,Rsub_03777,GO:0004672; GO:0005524,K17535,A0A2V0NW58,hypothetical protein
Gene03778,398.9931669,259.3780496,292.0954439,228.6678576,179.6363066,137.974344,124.3964336,90.84201865,140.8322665,BDRX01000020.1,439999,446836,-,3009,Rsub_03778,GO:0004375; GO:0005739; GO:0006546,K00281,A0A2V0NZB2,glycine dehydrogenase
Gene03779,8.180771126,5.6534847,3.850005507,5.920526438,5.213417099,4.855393846,6.801391245,4.195399745,6.222872424,BDRX01000020.1,447228,449658,-,1572,Rsub_03779,GO:0016021; GO:0055085,K12303,A0A2V0NTG3,"anion transporter, chloroplastic-like"
Gene03780,0,0.11345075,0,0,0.735945733,0,0.752518795,0.617802795,0.358801183,BDRX01000020.1,450149,451322,+,384,Rsub_03780,-,-,A0A2V0P1F7,hypothetical protein
Gene03781,14.72265569,11.77757269,8.644508975,13.06788201,13.91271432,12.56612663,13.09547574,13.75524871,12.55972591,BDRX01000020.1,451736,454531,+,2556,Rsub_03781,GO:0005576; GO:0005975; GO:0030248,-,A0A2V0NTH0,hypothetical protein
Gene03782,2.702632625,2.068241551,2.037780693,2.147454444,3.092458836,1.871737743,3.940462053,1.677428195,3.479284198,BDRX01000020.1,455193,456471,+,990,Rsub_03782,GO:0005789; GO:0006506; GO:0016021,-,A0A2V0P156,hypothetical protein
Gene03783,8.54467818,7.028500861,18.38078185,12.85036739,10.99012294,10.70633989,29.08936653,23.91341635,30.15843543,BDRX01000020.1,456536,458490,-,1500,Rsub_03783,-,K22614,A0A2V0NTC3,hypothetical protein
Gene03784,111.4597796,114.3783914,140.7071181,126.331632,104.5638629,86.03146518,100.645928,122.0571025,111.8255766,BDRX01000020.1,458838,461653,+,1359,Rsub_03784,GO:0004674; GO:0005524,K03083,A0A2V0NUC5,glycogen synthase kinase
Gene03785,85.68621512,72.77272159,79.15023365,71.60070538,59.98917248,60.3646133,43.22857574,57.41967483,46.04198101,BDRX01000020.1,462774,470381,+,3183,Rsub_03785,GO:0005388; GO:0005524; GO:0016021,-,A0A2V0NZA9,P-type ATPase
Gene03786,3.894410857,3.93142362,2.113144591,2.025123424,2.417455131,3.85703753,3.830078739,3.42540812,3.833688443,BDRX01000020.1,470876,472648,-,1773,Rsub_03786,GO:0016021,-,A0A2V0NTG2,hypothetical protein
Gene03787,6.670836926,9.415165535,9.149219437,8.341247958,6.901176101,8.112822463,4.65734709,4.866385094,5.61885281,BDRX01000020.1,474299,475887,-,1365,Rsub_03787,GO:0004672; GO:0005524,-,A0A2V0NW69,CDPK-related kinase-like
Gene03788,7.701049953,7.891588328,3.676630774,3.43592711,7.39018368,5.89250771,5.848532155,4.036478006,4.77306247,BDRX01000020.1,476642,482801,-,4455,Rsub_03788,-,-,A0A2V0NZC2,hypothetical protein
Gene03789,15.77944246,24.52388456,27.69272669,19.44395827,18.82419017,8.92895301,10.48407137,5.567790088,7.341999715,BDRX01000020.1,484388,484975,+,588,Rsub_03789,-,-,A0A2V0NTH2,hypothetical protein
Gene03790,174.531964,215.3685971,183.6685071,192.5918459,249.6849683,238.5920339,164.3203981,135.7956674,141.3871779,BDRX01000020.1,486814,489381,-,993,Rsub_03790,-,-,A0A2V0P1G8,voltage-gated potassium channel subunit beta-like
Gene03791,6.967724737,5.823805165,5.462131656,7.217832992,5.683136491,5.323450538,11.74765452,11.40875828,15.42845086,BDRX01000020.1,490319,491761,-,1152,Rsub_03791,-,-,A0A2V0NTI1,hypothetical protein
Gene03792,11.93479118,15.35948615,7.301780897,5.883867854,12.98283754,7.838085448,7.674037819,5.778832299,4.626300966,BDRX01000020.1,492539,495010,-,1092,Rsub_03792,GO:0003677; GO:0005524; GO:0006260,K10756,A0A2V0P166,replication factor C subunit 5
Gene03793,10.18649309,14.88300135,21.13622907,19.93741915,11.36572523,8.669101127,6.198738551,2.444252513,5.962394394,BDRX01000020.1,495915,505849,+,6270,Rsub_03793,GO:0016021,K21989,A0A2V0NTD4,hypothetical protein
Gene03794,23.08287505,27.71505081,25.66746135,24.36667172,29.03923958,24.83006249,18.02000562,11.8679438,15.19017721,BDRX01000020.1,506327,510236,+,1935,Rsub_03794,GO:0003924; GO:0005525,K14416,A0A2V0NUD5,hypothetical protein
Gene03795,72.87220407,68.53532134,48.71029551,46.48860593,48.75989505,39.50431855,36.10132443,40.37517064,32.44729527,BDRX01000020.1,510915,517549,+,3690,Rsub_03795,GO:0005985; GO:0016157,K00696,A0A2V0NZB9,sucrose-phosphate synthase-like
Gene03796,11.25891552,8.825907106,19.66031474,18.39121468,11.23422461,10.65312623,13.89810919,13.16116428,14.55152218,BDRX01000020.1,518730,521753,+,1698,Rsub_03796,GO:0005524,K03283,A0A2V0NTH3,molecular chaperone
Gene03797,2.413374145,2.949218613,5.195666005,13.03642323,1.871544115,3.181540976,2.090883715,2.688328631,1.385569248,BDRX01000020.1,522233,524529,+,1359,Rsub_03797,GO:0006633; GO:0016020; GO:0016747,K15397,A0A2V0NW81,hypothetical protein
Gene03798,13.39601272,8.259214597,10.80751546,13.97634934,9.125727085,5.33111018,39.03064149,38.05665218,39.51597028,BDRX01000020.1,525566,526729,+,480,Rsub_03798,GO:0006633; GO:0016020; GO:0016747,-,A0A2V0NZD2,hypothetical protein
Gene03799,25.42568139,14.79918063,45.07593143,33.95348884,23.65026456,18.07870441,28.83536987,24.78136868,40.41731541,BDRX01000021.1,1043,2488,-,942,Rsub_03799,GO:0003700,-,A0A2V0NTI2,hypothetical protein
Gene03800,1.08977122,0.660077091,3.153708215,3.57909074,1.332136114,1.336955531,2.578327022,1.917060795,4.128750581,BDRX01000021.1,5521,7363,+,990,Rsub_03800,GO:0003723; GO:0006396; GO:0008173,-,A0A2V0P1I0,hypothetical protein
Gene03801,40.84410013,26.12738878,56.00681818,34.21553252,18.47450385,16.5965042,29.39960978,29.09082013,45.25025681,BDRX01000021.1,8340,10164,+,747,Rsub_03801,-,-,A0A2V0NTJ0,hypothetical protein
Gene03802,0,0,0,0,0,0,0,0,0,BDRX01000021.1,13267,13848,+,582,Rsub_03802,-,-,A0A2V0P176,hypothetical protein
Gene03803,97.80222884,95.10132431,122.6940161,115.200038,125.5587415,105.7829734,114.4701054,122.9158952,123.1780061,BDRX01000021.1,14725,17309,-,1104,Rsub_03803,-,-,A0A2V0NTE3,hypothetical protein
Gene03804,9.267246796,8.866612458,9.391145912,7.621627845,8.881669868,6.269121608,6.508965986,4.612927537,5.888019412,BDRX01000021.1,17634,21597,+,1872,Rsub_03804,GO:0017119,K20295,A0A2V0NUE5,hypothetical protein
Gene03805,0.469075438,0,0,0,0,0,0.348994224,0.343820686,0.499201646,BDRX01000021.1,22574,22992,-,276,Rsub_03805,-,-,A0A2V0NZD0,hypothetical protein
Gene03806,521.969278,586.9792871,608.8558259,800.7766417,783.3114652,886.5925106,848.8024608,679.5887995,723.5352842,BDRX01000021.1,24619,27215,+,777,Rsub_03806,GO:0003735; GO:0005840; GO:0006412; GO:0019843,K02987,A0A2V0NTI3,40S ribosomal protein S4
Gene03807,3.361831598,3.46304356,5.0146159,4.681837617,3.020224565,2.478362717,5.487365456,3.847074703,5.476138881,BDRX01000021.1,28119,30384,-,1887,Rsub_03807,GO:0003723,-,A0A2V0NW91,hypothetical protein
Gene03808,53.85376925,55.42447305,99.76937883,92.55230396,75.19729953,86.12500411,49.56590462,40.09952009,55.30322232,BDRX01000021.1,31480,35608,-,1440,Rsub_03808,-,K14565,A0A2V0NZE2,hypothetical protein
Gene03809,5.05653846,3.608421429,6.598527957,6.967296641,4.043984632,3.431519196,6.226902997,4.553019387,6.262711556,BDRX01000021.1,35942,37534,+,990,Rsub_03809,GO:0002949,-,A0A2V0NTJ2,hypothetical protein
Gene03810,5.785263736,3.314734955,6.729317195,7.759883691,6.484855152,3.836481089,6.689055954,5.042703394,6.101353448,BDRX01000021.1,37835,39193,+,828,Rsub_03810,-,-,A0A2V0P1J0,hypothetical protein
Gene03811,63.53189144,58.75173608,50.18556334,50.91930631,51.27487196,34.95240169,21.19946596,18.03509631,21.77610488,BDRX01000021.1,39968,43890,+,2031,Rsub_03811,GO:0016021,-,A0A2V0NTJ9,hypothetical protein
Gene03812,3.842142121,4.592331212,1.368472993,0.841239276,2.247674716,1.194118402,0.583148468,0.540709455,0.556090722,BDRX01000021.1,45490,48286,+,1404,Rsub_03812,GO:0003729; GO:0007281,-,A0A2V0P186,heterogeneous nuclear ribonucleoprotein-like
Gene03813,8.783136889,12.46212853,9.044751186,9.009672651,9.057793633,6.398746303,6.406057433,4.524217392,6.624021838,BDRX01000021.1,49816,52698,+,1248,Rsub_03813,GO:0033961,-,A0A2V0NTF3,hypothetical protein
Gene03814,7.40140055,9.535511997,10.21457201,8.021024517,6.840325482,4.408902109,5.495572941,2.214861473,4.446554079,BDRX01000021.1,53096,58511,+,2892,Rsub_03814,GO:0006486; GO:0016757,K20870,A0A2V0NUF5,exostosin-like glycosyltransferase
Gene03815,157.310445,108.2128792,57.2285513,47.21237528,78.15408712,58.32401387,80.75221766,97.14936548,105.9938081,BDRX01000021.1,59159,62321,-,1494,Rsub_03815,GO:0016620,K00131,A0A2V0NZE0,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
Gene03816,87.44472978,93.72531722,92.96016614,100.6998929,103.9425274,85.4169201,60.8261958,43.19824679,49.45183041,BDRX01000021.1,62866,66752,+,1407,Rsub_03816,GO:0005524; GO:0031011; GO:0035267; GO:0043141; GO:0097255,K11338,A0A2V0NTJ3,hypothetical protein
Gene03817,0,0,0,0.030818002,0.030724414,0,0,0.09285177,0.089875834,BDRX01000021.1,67100,69086,+,1533,Rsub_03817,-,-,A0A2V0NWA2,hypothetical protein
Gene03818,0.012832275,0.038862701,0,0.014048171,0.084033054,0,0.114567238,0.01410861,0,BDRX01000021.1,69248,73911,+,3363,Rsub_03818,GO:0016021; GO:0016192,-,A0A2V0NZF2,hypothetical protein
Gene03819,14.04783213,13.82208304,13.80126396,15.89153571,15.29131689,10.62775197,18.16496757,17.07195057,16.18592003,BDRX01000021.1,74255,78560,+,2304,Rsub_03819,GO:0005524; GO:0051301,-,A0A2V0NTK3,cell division cycle 48
Gene03820,0,0,0,0,0,0.024842079,0,0,0,BDRX01000021.1,79206,81703,-,1776,Rsub_03820,-,-,A0A2V0P1K0,hypothetical protein
Gene03821,4.064552117,4.781098927,2.635739506,3.791901541,4.320441451,3.64952726,4.851619945,3.380762617,5.265943651,BDRX01000021.1,82574,85383,-,1221,Rsub_03821,GO:0033961,-,A0A2V0NTK9,hypothetical protein
Gene03822,20.08849853,15.8464823,15.16844275,18.51080614,14.98402727,16.56417537,7.210098207,5.771361971,7.197845484,BDRX01000021.1,86045,88367,-,855,Rsub_03822,-,-,A0A2V0P196,hypothetical protein
Gene03823,2.5385259,2.03385098,2.197606629,2.117378051,2.462772648,1.483009496,2.743075047,2.43660038,3.216145057,BDRX01000021.1,88579,90174,+,1071,Rsub_03823,GO:0006364; GO:0008168,K09761,A0A2V0NTG5,ribosomal RNA small subunit methyltransferase E
Gene03824,12.8161113,14.61092301,16.20789142,16.15923733,14.83196315,14.02879145,12.25607672,8.333030389,13.14538773,BDRX01000021.1,91210,93620,-,1953,Rsub_03824,GO:0003723,-,A0A2V0NUG4,hypothetical protein
Gene03825,4.583336357,5.05811883,2.492905296,3.222905145,4.284157074,3.977603654,2.667032904,2.221313421,2.899589656,BDRX01000021.1,94151,99776,-,3738,Rsub_03825,GO:0003676; GO:0005524; GO:0008408,-,A0A2V0NZE9,hypothetical protein
Gene03826,10.11626649,20.89707472,3.254295531,4.417121743,12.76437043,19.19020317,1.04414532,0.321458365,0.746773194,BDRX01000021.1,100586,102408,-,738,Rsub_03826,-,-,A0A2V0NTK2,hypothetical protein
Gene03827,1.996742106,2.583527538,1.111232175,0.661939363,1.82631564,0.991934749,1.977292786,1.283193919,1.182208394,BDRX01000021.1,102965,108592,-,3069,Rsub_03827,GO:0006486; GO:0016757,-,A0A2V0NWB2,exostosin-like glycosyltransferase
Gene03828,0.104088134,0.063046437,0.115854805,0.068370474,0.159046642,0,0.139395667,0,0.13292779,BDRX01000021.1,109427,112032,+,2073,Rsub_03828,-,-,A0A2V0NZG2,hypothetical protein
Gene03829,46.47999308,22.73478635,21.6281548,11.02359948,8.287633693,6.654093429,23.21212073,16.72321271,31.42078818,BDRX01000021.1,112788,115648,-,1830,Rsub_03829,GO:0016021; GO:0071949,-,A0A2V0NTL5,hypothetical protein
Gene03830,188.9486575,197.7109286,239.3015435,279.846203,215.2409213,152.5303658,147.9546863,90.61998189,136.3315197,BDRX01000021.1,116341,117884,-,444,Rsub_03830,GO:0016021,-,A0A2V0P1K9,hypothetical protein
